Contract;Date and time;kWh;Consumption code;Average temperature (°C);Temperature code
0312316267;2019-02-14 23:00:00;2.43;R;-6;R
0312316267;2019-02-14 22:00:00;2.56;R;-7;R
0312316267;2019-02-14 21:00:00;2.76;R;-8;R
0312316267;2019-02-14 20:00:00;1.02;R;-8;R
0312316267;2019-02-14 19:00:00;3.41;R;-9;R
0312316267;2019-02-14 18:00:00;0.53;R;-8;R
0312316267;2019-02-14 17:00:00;0.50;R;-6;R
0312316267;2019-02-14 16:00:00;0.57;R;-6;R
0312316267;2019-02-14 15:00:00;1.64;R;-5;R
0312316267;2019-02-14 14:00:00;0.53;R;-5;R
0312316267;2019-02-14 13:00:00;0.61;R;-5;R
0312316267;2019-02-14 12:00:00;3.43;R;-6;R
0312316267;2019-02-14 11:00:00;3.84;R;-6;R
0312316267;2019-02-14 10:00:00;2.34;R;-6;R
0312316267;2019-02-14 09:00:00;1.70;R;-7;R
0312316267;2019-02-14 08:00:00;2.02;R;-7;R
0312316267;2019-02-14 07:00:00;1.11;R;-7;R
0312316267;2019-02-14 06:00:00;0.81;R;-6;R
0312316267;2019-02-14 05:00:00;0.98;R;-7;R
0312316267;2019-02-14 04:00:00;0.95;R;-7;R
0312316267;2019-02-14 03:00:00;0.75;R;-7;R
0312316267;2019-02-14 02:00:00;0.41;R;-7;R
0312316267;2019-02-14 01:00:00;0.42;R;-5;R
0312316267;2019-02-14 00:00:00;0.45;R;-5;R
0312316267;2019-02-13 23:00:00;1.60;R;-5;R
0312316267;2019-02-13 22:00:00;1.34;R;-4;R
0312316267;2019-02-13 21:00:00;0.68;R;-4;R
0312316267;2019-02-13 20:00:00;0.74;R;-3;R
0312316267;2019-02-13 19:00:00;1.77;R;-3;R
0312316267;2019-02-13 18:00:00;1.32;R;-2;R
0312316267;2019-02-13 17:00:00;1.04;R;-2;R
0312316267;2019-02-13 16:00:00;0.67;R;-1;R
0312316267;2019-02-13 15:00:00;0.26;R;0;R
0312316267;2019-02-13 14:00:00;0.36;R;0;R
0312316267;2019-02-13 13:00:00;0.38;R;0;R
0312316267;2019-02-13 12:00:00;0.94;R;0;R
0312316267;2019-02-13 11:00:00;3.22;R;-2;R
0312316267;2019-02-13 10:00:00;0.47;R;-4;R
0312316267;2019-02-13 09:00:00;2.28;R;-5;R
0312316267;2019-02-13 08:00:00;3.33;R;-5;R
0312316267;2019-02-13 07:00:00;1.00;R;-6;R
0312316267;2019-02-13 06:00:00;1.11;R;-6;R
0312316267;2019-02-13 05:00:00;1.03;R;-6;R
0312316267;2019-02-13 04:00:00;1.21;R;-6;R
0312316267;2019-02-13 03:00:00;1.10;R;-7;R
0312316267;2019-02-13 02:00:00;1.66;R;-7;R
0312316267;2019-02-13 01:00:00;1.03;R;-7;R
0312316267;2019-02-13 00:00:00;1.09;R;-7;R
0312316267;2019-02-12 23:00:00;2.53;R;-7;R
0312316267;2019-02-12 22:00:00;3.22;R;-6;R
0312316267;2019-02-12 21:00:00;2.94;R;-7;R
0312316267;2019-02-12 20:00:00;1.18;R;-8;R
0312316267;2019-02-12 19:00:00;2.35;R;-9;R
0312316267;2019-02-12 18:00:00;1.94;R;-11;R
0312316267;2019-02-12 17:00:00;1.31;R;-11;R
0312316267;2019-02-12 16:00:00;1.40;R;-12;R
0312316267;2019-02-12 15:00:00;1.37;R;-12;R
0312316267;2019-02-12 14:00:00;1.88;R;-12;R
0312316267;2019-02-12 13:00:00;1.26;R;-13;R
0312316267;2019-02-12 12:00:00;1.15;R;-14;R
0312316267;2019-02-12 11:00:00;2.33;R;-14;R
0312316267;2019-02-12 10:00:00;2.74;R;-15;R
0312316267;2019-02-12 09:00:00;1.98;R;-15;R
0312316267;2019-02-12 08:00:00;1.21;R;-16;R
0312316267;2019-02-12 07:00:00;1.61;R;-16;R
0312316267;2019-02-12 06:00:00;1.40;R;-17;R
0312316267;2019-02-12 05:00:00;1.82;R;-16;R
0312316267;2019-02-12 04:00:00;1.64;R;-16;R
0312316267;2019-02-12 03:00:00;1.09;R;-17;R
0312316267;2019-02-12 02:00:00;1.09;R;-16;R
0312316267;2019-02-12 01:00:00;0.66;R;-16;R
0312316267;2019-02-12 00:00:00;0.53;R;-15;R
0312316267;2019-02-11 23:00:00;0.25;R;-14;R
0312316267;2019-02-11 22:00:00;1.94;R;-13;R
0312316267;2019-02-11 21:00:00;1.63;R;-12;R
0312316267;2019-02-11 20:00:00;2.65;R;-12;R
0312316267;2019-02-11 19:00:00;2.53;R;-11;R
0312316267;2019-02-11 18:00:00;4.00;R;-11;R
0312316267;2019-02-11 17:00:00;3.98;R;-10;R
0312316267;2019-02-11 16:00:00;0.76;R;-9;R
0312316267;2019-02-11 15:00:00;0.63;R;-9;R
0312316267;2019-02-11 14:00:00;0.38;R;-9;R
0312316267;2019-02-11 13:00:00;0.94;R;-10;R
0312316267;2019-02-11 12:00:00;0.81;R;-11;R
0312316267;2019-02-11 11:00:00;1.61;R;-11;R
0312316267;2019-02-11 10:00:00;3.96;R;-12;R
0312316267;2019-02-11 09:00:00;2.10;R;-12;R
0312316267;2019-02-11 08:00:00;3.47;R;-12;R
0312316267;2019-02-11 07:00:00;2.65;R;-13;R
0312316267;2019-02-11 06:00:00;1.89;R;-14;R
0312316267;2019-02-11 05:00:00;0.66;R;-13;R
0312316267;2019-02-11 04:00:00;0.42;R;-13;R
0312316267;2019-02-11 03:00:00;0.35;R;-12;R
0312316267;2019-02-11 02:00:00;0.32;R;-11;R
0312316267;2019-02-11 01:00:00;0.14;R;-10;R
0312316267;2019-02-11 00:00:00;0.61;R;-11;R
0312316267;2019-02-10 23:00:00;0.33;R;-10;R
0312316267;2019-02-10 22:00:00;1.37;R;-10;R
0312316267;2019-02-10 21:00:00;2.07;R;-10;R
0312316267;2019-02-10 20:00:00;2.46;R;-9;R
0312316267;2019-02-10 19:00:00;1.60;R;-8;R
0312316267;2019-02-10 18:00:00;1.61;R;-8;R
0312316267;2019-02-10 17:00:00;0.87;R;-8;R
0312316267;2019-02-10 16:00:00;1.69;R;-7;R
0312316267;2019-02-10 15:00:00;0.60;R;-7;R
0312316267;2019-02-10 14:00:00;0.48;R;-7;R
0312316267;2019-02-10 13:00:00;0.71;R;-7;R
0312316267;2019-02-10 12:00:00;0.32;R;-7;R
0312316267;2019-02-10 11:00:00;1.97;R;-8;R
0312316267;2019-02-10 10:00:00;2.28;R;-9;R
0312316267;2019-02-10 09:00:00;2.92;R;-10;R
0312316267;2019-02-10 08:00:00;2.10;R;-12;R
0312316267;2019-02-10 07:00:00;2.12;R;-13;R
0312316267;2019-02-10 06:00:00;1.70;R;-13;R
0312316267;2019-02-10 05:00:00;1.53;R;-13;R
0312316267;2019-02-10 04:00:00;0.65;R;-13;R
0312316267;2019-02-10 03:00:00;0.14;R;-13;R
0312316267;2019-02-10 02:00:00;0.05;R;-13;R
0312316267;2019-02-10 01:00:00;0.32;R;-11;R
0312316267;2019-02-10 00:00:00;0.24;R;-12;R
0312316267;2019-02-09 23:00:00;0.23;R;-11;R
0312316267;2019-02-09 22:00:00;1.07;R;-10;R
0312316267;2019-02-09 21:00:00;1.96;R;-10;R
0312316267;2019-02-09 20:00:00;2.57;R;-9;R
0312316267;2019-02-09 19:00:00;1.65;R;-10;R
0312316267;2019-02-09 18:00:00;2.40;R;-10;R
0312316267;2019-02-09 17:00:00;2.41;R;-9;R
0312316267;2019-02-09 16:00:00;2.21;R;-9;R
0312316267;2019-02-09 15:00:00;0.22;R;-8;R
0312316267;2019-02-09 14:00:00;0.55;R;-7;R
0312316267;2019-02-09 13:00:00;0.79;R;-8;R
0312316267;2019-02-09 12:00:00;2.47;R;-9;R
0312316267;2019-02-09 11:00:00;4.42;R;-9;R
0312316267;2019-02-09 10:00:00;3.25;R;-10;R
0312316267;2019-02-09 09:00:00;2.72;R;-11;R
0312316267;2019-02-09 08:00:00;2.29;R;-11;R
0312316267;2019-02-09 07:00:00;1.87;R;-11;R
0312316267;2019-02-09 06:00:00;1.42;R;-12;R
0312316267;2019-02-09 05:00:00;0.89;R;-11;R
0312316267;2019-02-09 04:00:00;0.42;R;-11;R
0312316267;2019-02-09 03:00:00;0.40;R;-10;R
0312316267;2019-02-09 02:00:00;0.34;R;-10;R
0312316267;2019-02-09 01:00:00;0.75;R;-9;R
0312316267;2019-02-09 00:00:00;0.34;R;-9;R
0312316267;2019-02-08 23:00:00;0.58;R;-9;R
0312316267;2019-02-08 22:00:00;2.19;R;-8;R
0312316267;2019-02-08 21:00:00;1.85;R;-7;R
0312316267;2019-02-08 20:00:00;1.68;R;-6;R
0312316267;2019-02-08 19:00:00;1.45;R;-5;R
0312316267;2019-02-08 18:00:00;1.44;R;-4;R
0312316267;2019-02-08 17:00:00;2.11;R;-3;R
0312316267;2019-02-08 16:00:00;2.74;R;-2;R
0312316267;2019-02-08 15:00:00;1.85;R;-1;R
0312316267;2019-02-08 14:00:00;1.40;R;0;R
0312316267;2019-02-08 13:00:00;1.96;R;1;R
0312316267;2019-02-08 12:00:00;3.37;R;0;R
0312316267;2019-02-08 11:00:00;2.89;R;2;R
0312316267;2019-02-08 10:00:00;3.45;R;3;R
0312316267;2019-02-08 09:00:00;2.51;R;4;R
0312316267;2019-02-08 08:00:00;1.25;R;4;R
0312316267;2019-02-08 07:00:00;0.08;R;5;R
0312316267;2019-02-08 06:00:00;0.08;R;4;R
0312316267;2019-02-08 05:00:00;0.17;R;4;R
0312316267;2019-02-08 04:00:00;0.66;R;4;R
0312316267;2019-02-08 03:00:00;0.08;R;4;R
0312316267;2019-02-08 02:00:00;0.14;R;4;R
0312316267;2019-02-08 01:00:00;0.11;R;4;R
0312316267;2019-02-08 00:00:00;0.13;R;2;R
0312316267;2019-02-07 23:00:00;1.03;R;0;R
0312316267;2019-02-07 22:00:00;0.91;R;1;R
0312316267;2019-02-07 21:00:00;1.95;R;0;R
0312316267;2019-02-07 20:00:00;2.99;R;-1;R
0312316267;2019-02-07 19:00:00;2.33;R;-3;R
0312316267;2019-02-07 18:00:00;1.46;R;-3;R
0312316267;2019-02-07 17:00:00;0.56;R;-3;R
0312316267;2019-02-07 16:00:00;1.45;R;-3;R
0312316267;2019-02-07 15:00:00;2.43;R;-4;R
0312316267;2019-02-07 14:00:00;1.17;R;-4;R
0312316267;2019-02-07 13:00:00;1.07;R;-4;R
0312316267;2019-02-07 12:00:00;0.75;R;-4;R
0312316267;2019-02-07 11:00:00;0.17;R;-4;R
0312316267;2019-02-07 10:00:00;0.12;R;-5;R
0312316267;2019-02-07 09:00:00;1.21;R;-5;R
0312316267;2019-02-07 08:00:00;2.86;R;-5;R
0312316267;2019-02-07 07:00:00;1.81;R;-6;R
0312316267;2019-02-07 06:00:00;0.37;R;-6;R
0312316267;2019-02-07 05:00:00;0.08;R;-6;R
0312316267;2019-02-07 04:00:00;0.24;R;-6;R
0312316267;2019-02-07 03:00:00;0.11;R;-6;R
0312316267;2019-02-07 02:00:00;0.70;R;-7;R
0312316267;2019-02-07 01:00:00;0.09;R;-7;R
0312316267;2019-02-07 00:00:00;0.13;R;-7;R
0312316267;2019-02-06 23:00:00;3.10;R;-6;R
0312316267;2019-02-06 22:00:00;3.05;R;-6;R
0312316267;2019-02-06 21:00:00;0.91;R;-6;R
0312316267;2019-02-06 20:00:00;3.07;R;-7;R
0312316267;2019-02-06 19:00:00;0.65;R;-7;R
0312316267;2019-02-06 18:00:00;0.89;R;-8;R
0312316267;2019-02-06 17:00:00;0.14;R;-8;R
0312316267;2019-02-06 16:00:00;0.60;R;-9;R
0312316267;2019-02-06 15:00:00;1.81;R;-9;R
0312316267;2019-02-06 14:00:00;2.69;R;-9;R
0312316267;2019-02-06 13:00:00;4.28;R;-10;R
0312316267;2019-02-06 12:00:00;1.19;R;-10;R
0312316267;2019-02-06 11:00:00;3.74;R;-10;R
0312316267;2019-02-06 10:00:00;4.05;R;-10;R
0312316267;2019-02-06 09:00:00;2.46;R;-10;R
0312316267;2019-02-06 08:00:00;1.28;R;-11;R
0312316267;2019-02-06 07:00:00;0.58;R;-11;R
0312316267;2019-02-06 06:00:00;0.37;R;-10;R
0312316267;2019-02-06 05:00:00;0.40;R;-10;R
0312316267;2019-02-06 04:00:00;0.37;R;-11;R
0312316267;2019-02-06 03:00:00;0.13;R;-11;R
0312316267;2019-02-06 02:00:00;0.24;R;-10;R
0312316267;2019-02-06 01:00:00;0.14;R;-10;R
0312316267;2019-02-06 00:00:00;0.56;R;-10;R
0312316267;2019-02-05 23:00:00;1.07;R;-9;R
0312316267;2019-02-05 22:00:00;1.91;R;-9;R
0312316267;2019-02-05 21:00:00;2.42;R;-8;R
0312316267;2019-02-05 20:00:00;2.61;R;-7;R
0312316267;2019-02-05 19:00:00;4.02;R;-7;R
0312316267;2019-02-05 18:00:00;4.37;R;-6;R
0312316267;2019-02-05 17:00:00;1.17;R;-5;R
0312316267;2019-02-05 16:00:00;0.94;R;-3;R
0312316267;2019-02-05 15:00:00;0.35;R;-1;R
0312316267;2019-02-05 14:00:00;0.42;R;1;R
0312316267;2019-02-05 13:00:00;0.35;R;2;R
0312316267;2019-02-05 12:00:00;0.34;R;3;R
0312316267;2019-02-05 11:00:00;0.45;R;4;R
0312316267;2019-02-05 10:00:00;0.47;R;6;R
0312316267;2019-02-05 09:00:00;0.76;R;6;R
0312316267;2019-02-05 08:00:00;0.60;R;6;R
0312316267;2019-02-05 07:00:00;0.38;R;6;R
0312316267;2019-02-05 06:00:00;0.34;R;4;R
0312316267;2019-02-05 05:00:00;0.42;R;2;R
0312316267;2019-02-05 04:00:00;0.35;R;1;R
0312316267;2019-02-05 03:00:00;0.35;R;0;R
0312316267;2019-02-05 02:00:00;0.66;R;-1;R
0312316267;2019-02-05 01:00:00;0.66;R;-2;R
0312316267;2019-02-05 00:00:00;0.35;R;-3;R
0312316267;2019-02-04 23:00:00;0.41;R;-4;R
0312316267;2019-02-04 22:00:00;0.34;R;-4;R
0312316267;2019-02-04 21:00:00;0.37;R;-4;R
0312316267;2019-02-04 20:00:00;0.37;R;-3;R
0312316267;2019-02-04 19:00:00;0.34;R;-3;R
0312316267;2019-02-04 18:00:00;1.03;R;-3;R
0312316267;2019-02-04 17:00:00;0.36;R;-3;R
0312316267;2019-02-04 16:00:00;0.33;R;-3;R
0312316267;2019-02-04 15:00:00;0.40;R;-4;R
0312316267;2019-02-04 14:00:00;0.35;R;-4;R
0312316267;2019-02-04 13:00:00;0.34;R;-4;R
0312316267;2019-02-04 12:00:00;0.42;R;-5;R
0312316267;2019-02-04 11:00:00;0.73;R;-5;R
0312316267;2019-02-04 10:00:00;0.56;R;-5;R
0312316267;2019-02-04 09:00:00;0.40;R;-6;R
0312316267;2019-02-04 08:00:00;0.35;R;-6;R
0312316267;2019-02-04 07:00:00;0.35;R;-7;R
0312316267;2019-02-04 06:00:00;0.39;R;-7;R
0312316267;2019-02-04 05:00:00;0.37;R;-7;R
0312316267;2019-02-04 04:00:00;0.86;R;-8;R
0312316267;2019-02-04 03:00:00;0.37;R;-9;R
0312316267;2019-02-04 02:00:00;0.38;R;-9;R
0312316267;2019-02-04 01:00:00;0.34;R;-10;R
0312316267;2019-02-04 00:00:00;0.37;R;-11;R
0312316267;2019-02-03 23:00:00;0.39;R;-11;R
0312316267;2019-02-03 22:00:00;0.33;R;-11;R
0312316267;2019-02-03 21:00:00;0.36;R;-11;R
0312316267;2019-02-03 20:00:00;0.40;R;-11;R
0312316267;2019-02-03 19:00:00;1.07;R;-11;R
0312316267;2019-02-03 18:00:00;0.35;R;-12;R
0312316267;2019-02-03 17:00:00;0.40;R;-11;R
0312316267;2019-02-03 16:00:00;0.33;R;-12;R
0312316267;2019-02-03 15:00:00;0.34;R;-12;R
0312316267;2019-02-03 14:00:00;0.44;R;-12;R
0312316267;2019-02-03 13:00:00;0.48;R;-13;R
0312316267;2019-02-03 12:00:00;0.34;R;-13;R
0312316267;2019-02-03 11:00:00;1.05;R;-13;R
0312316267;2019-02-03 10:00:00;0.40;R;-13;R
0312316267;2019-02-03 09:00:00;0.34;R;-13;R
0312316267;2019-02-03 08:00:00;0.35;R;-13;R
0312316267;2019-02-03 07:00:00;0.38;R;-13;R
0312316267;2019-02-03 06:00:00;0.35;R;-13;R
0312316267;2019-02-03 05:00:00;0.39;R;-13;R
0312316267;2019-02-03 04:00:00;0.36;R;-13;R
0312316267;2019-02-03 03:00:00;0.57;R;-13;R
0312316267;2019-02-03 02:00:00;0.87;R;-12;R
0312316267;2019-02-03 01:00:00;0.35;R;-14;R
0312316267;2019-02-03 00:00:00;0.36;R;-13;R
0312316267;2019-02-02 23:00:00;0.40;R;-11;R
0312316267;2019-02-02 22:00:00;0.34;R;-11;R
0312316267;2019-02-02 21:00:00;0.40;R;-10;R
0312316267;2019-02-02 20:00:00;0.34;R;-9;R
0312316267;2019-02-02 19:00:00;0.88;R;-8;R
0312316267;2019-02-02 18:00:00;0.38;R;-8;R
0312316267;2019-02-02 17:00:00;0.33;R;-7;R
0312316267;2019-02-02 16:00:00;0.40;R;-7;R
0312316267;2019-02-02 15:00:00;0.34;R;-7;R
0312316267;2019-02-02 14:00:00;0.41;R;-7;R
0312316267;2019-02-02 13:00:00;0.88;R;-8;R
0312316267;2019-02-02 12:00:00;0.40;R;-8;R
0312316267;2019-02-02 11:00:00;1.20;R;-9;R
0312316267;2019-02-02 10:00:00;3.55;R;-9;R
0312316267;2019-02-02 09:00:00;3.25;R;-10;R
0312316267;2019-02-02 08:00:00;3.79;R;-11;R
0312316267;2019-02-02 07:00:00;1.62;R;-12;R
0312316267;2019-02-02 06:00:00;1.68;R;-12;R
0312316267;2019-02-02 05:00:00;1.32;R;-13;R
0312316267;2019-02-02 04:00:00;0.94;R;-15;R
0312316267;2019-02-02 03:00:00;1.01;R;-16;R
0312316267;2019-02-02 02:00:00;0.45;R;-16;R
0312316267;2019-02-02 01:00:00;0.19;R;-16;R
0312316267;2019-02-02 00:00:00;0.25;R;-15;R
0312316267;2019-02-01 23:00:00;0.91;R;-15;R
0312316267;2019-02-01 22:00:00;1.61;R;-14;R
0312316267;2019-02-01 21:00:00;1.29;R;-14;R
0312316267;2019-02-01 20:00:00;2.24;R;-15;R
0312316267;2019-02-01 19:00:00;2.49;R;-16;R
0312316267;2019-02-01 18:00:00;2.24;R;-14;R
0312316267;2019-02-01 17:00:00;1.75;R;-14;R
0312316267;2019-02-01 16:00:00;0.93;R;-13;R
0312316267;2019-02-01 15:00:00;0.51;R;-12;R
0312316267;2019-02-01 14:00:00;1.12;R;-12;R
0312316267;2019-02-01 13:00:00;1.55;R;-13;R
0312316267;2019-02-01 12:00:00;1.63;R;-13;R
0312316267;2019-02-01 11:00:00;2.07;R;-14;R
0312316267;2019-02-01 10:00:00;4.23;R;-14;R
0312316267;2019-02-01 09:00:00;3.10;R;-16;R
0312316267;2019-02-01 08:00:00;2.43;R;-17;R
0312316267;2019-02-01 07:00:00;1.71;R;-17;R
0312316267;2019-02-01 06:00:00;2.01;R;-17;R
0312316267;2019-02-01 05:00:00;1.31;R;-17;R
0312316267;2019-02-01 04:00:00;0.08;R;-17;R
0312316267;2019-02-01 03:00:00;0.06;R;-16;R
0312316267;2019-02-01 02:00:00;0.06;R;-16;R
0312316267;2019-02-01 01:00:00;0.12;R;-16;R
0312316267;2019-02-01 00:00:00;0.71;R;-15;R
0312316267;2019-01-31 23:00:00;0.12;R;-15;R
0312316267;2019-01-31 22:00:00;2.22;R;-15;R
0312316267;2019-01-31 21:00:00;3.62;R;-16;R
0312316267;2019-01-31 20:00:00;2.17;R;-16;R
0312316267;2019-01-31 19:00:00;2.28;R;-16;R
0312316267;2019-01-31 18:00:00;0.94;R;-16;R
0312316267;2019-01-31 17:00:00;1.76;R;-15;R
0312316267;2019-01-31 16:00:00;2.06;R;-15;R
0312316267;2019-01-31 15:00:00;1.63;R;-14;R
0312316267;2019-01-31 14:00:00;1.49;R;-14;R
0312316267;2019-01-31 13:00:00;1.74;R;-14;R
0312316267;2019-01-31 12:00:00;1.55;R;-15;R
0312316267;2019-01-31 11:00:00;2.21;R;-15;R
0312316267;2019-01-31 10:00:00;0.94;R;-15;R
0312316267;2019-01-31 09:00:00;1.27;R;-16;R
0312316267;2019-01-31 08:00:00;3.01;R;-17;R
0312316267;2019-01-31 07:00:00;2.22;R;-18;R
0312316267;2019-01-31 06:00:00;1.89;R;-17;R
0312316267;2019-01-31 05:00:00;2.04;R;-17;R
0312316267;2019-01-31 04:00:00;1.55;R;-17;R
0312316267;2019-01-31 03:00:00;1.30;R;-17;R
0312316267;2019-01-31 02:00:00;1.41;R;-17;R
0312316267;2019-01-31 01:00:00;1.38;R;-17;R
0312316267;2019-01-31 00:00:00;1.17;R;-17;R
0312316267;2019-01-30 23:00:00;0.50;R;-17;R
0312316267;2019-01-30 22:00:00;0.47;R;-17;R
0312316267;2019-01-30 21:00:00;1.06;R;-16;R
0312316267;2019-01-30 20:00:00;3.04;R;-15;R
0312316267;2019-01-30 19:00:00;1.96;R;-14;R
0312316267;2019-01-30 18:00:00;2.74;R;-13;R
0312316267;2019-01-30 17:00:00;2.30;R;-13;R
0312316267;2019-01-30 16:00:00;1.51;R;-13;R
0312316267;2019-01-30 15:00:00;0.79;R;-12;R
0312316267;2019-01-30 14:00:00;0.51;R;-10;R
0312316267;2019-01-30 13:00:00;0.45;R;-10;R
0312316267;2019-01-30 12:00:00;0.58;R;-10;R
0312316267;2019-01-30 11:00:00;0.60;R;-11;R
0312316267;2019-01-30 10:00:00;0.75;R;-11;R
0312316267;2019-01-30 09:00:00;1.12;R;-12;R
0312316267;2019-01-30 08:00:00;1.59;R;-11;R
0312316267;2019-01-30 07:00:00;2.43;R;-11;R
0312316267;2019-01-30 06:00:00;1.61;R;-10;R
0312316267;2019-01-30 05:00:00;0.98;R;-9;R
0312316267;2019-01-30 04:00:00;0.78;R;-9;R
0312316267;2019-01-30 03:00:00;0.35;R;-8;R
0312316267;2019-01-30 02:00:00;0.96;R;-9;R
0312316267;2019-01-30 01:00:00;0.45;R;-10;R
0312316267;2019-01-30 00:00:00;1.46;R;-10;R
0312316267;2019-01-29 23:00:00;2.95;R;-10;R
0312316267;2019-01-29 22:00:00;3.12;R;-10;R
0312316267;2019-01-29 21:00:00;3.50;R;-10;R
0312316267;2019-01-29 20:00:00;1.64;R;-10;R
0312316267;2019-01-29 19:00:00;2.87;R;-11;R
0312316267;2019-01-29 18:00:00;2.28;R;-11;R
0312316267;2019-01-29 17:00:00;1.56;R;-11;R
0312316267;2019-01-29 16:00:00;0.88;R;-10;R
0312316267;2019-01-29 15:00:00;1.48;R;-10;R
0312316267;2019-01-29 14:00:00;0.99;R;-10;R
0312316267;2019-01-29 13:00:00;2.92;R;-11;R
0312316267;2019-01-29 12:00:00;4.48;R;-11;R
0312316267;2019-01-29 11:00:00;2.00;R;-11;R
0312316267;2019-01-29 10:00:00;2.35;R;-12;R
0312316267;2019-01-29 09:00:00;1.74;R;-12;R
0312316267;2019-01-29 08:00:00;2.67;R;-14;R
0312316267;2019-01-29 07:00:00;2.13;R;-15;R
0312316267;2019-01-29 06:00:00;1.69;R;-15;R
0312316267;2019-01-29 05:00:00;1.35;R;-17;R
0312316267;2019-01-29 04:00:00;0.81;R;-17;R
0312316267;2019-01-29 03:00:00;0.81;R;-18;R
0312316267;2019-01-29 02:00:00;0.45;R;-17;R
0312316267;2019-01-29 01:00:00;0.37;R;-18;R
0312316267;2019-01-29 00:00:00;0.49;R;-18;R
0312316267;2019-01-28 23:00:00;1.22;R;-18;R
0312316267;2019-01-28 22:00:00;0.60;R;-18;R
0312316267;2019-01-28 21:00:00;0.72;R;-18;R
0312316267;2019-01-28 20:00:00;2.24;R;-18;R
0312316267;2019-01-28 19:00:00;3.07;R;-18;R
0312316267;2019-01-28 18:00:00;1.74;R;-18;R
0312316267;2019-01-28 17:00:00;1.21;R;-18;R
0312316267;2019-01-28 16:00:00;1.38;R;-17;R
0312316267;2019-01-28 15:00:00;1.20;R;-17;R
0312316267;2019-01-28 14:00:00;2.12;R;-17;R
0312316267;2019-01-28 13:00:00;1.79;R;-18;R
0312316267;2019-01-28 12:00:00;1.24;R;-19;R
0312316267;2019-01-28 11:00:00;1.32;R;-19;R
0312316267;2019-01-28 10:00:00;1.96;R;-20;R
0312316267;2019-01-28 09:00:00;1.50;R;-20;R
0312316267;2019-01-28 08:00:00;4.06;R;-20;R
0312316267;2019-01-28 07:00:00;2.87;R;-19;R
0312316267;2019-01-28 06:00:00;1.47;R;-19;R
0312316267;2019-01-28 05:00:00;1.50;R;-18;R
0312316267;2019-01-28 04:00:00;1.44;R;-17;R
0312316267;2019-01-28 03:00:00;2.07;R;-17;R
0312316267;2019-01-28 02:00:00;1.79;R;-17;R
0312316267;2019-01-28 01:00:00;1.11;R;-15;R
0312316267;2019-01-28 00:00:00;0.89;R;-12;R
0312316267;2019-01-27 23:00:00;0.30;R;-12;R
0312316267;2019-01-27 22:00:00;0.48;R;-11;R
0312316267;2019-01-27 21:00:00;1.22;R;-10;R
0312316267;2019-01-27 20:00:00;1.62;R;-9;R
0312316267;2019-01-27 19:00:00;0.80;R;-8;R
0312316267;2019-01-27 18:00:00;0.74;R;-7;R
0312316267;2019-01-27 17:00:00;1.54;R;-5;R
0312316267;2019-01-27 16:00:00;1.27;R;-5;R
0312316267;2019-01-27 15:00:00;0.48;R;-4;R
0312316267;2019-01-27 14:00:00;0.81;R;-2;R
0312316267;2019-01-27 13:00:00;0.94;R;-1;R
0312316267;2019-01-27 12:00:00;1.68;R;-1;R
0312316267;2019-01-27 11:00:00;1.34;R;-3;R
